0,20.197,20.210
1,20.206,20.216
2,20.206,20.216
3,20.206,20.219
4,20.251,20.261
5,20.252,20.259
6,20.032,20.029
7,20.000,19.992
8,19.974,19.973
9,20.176,20.188
10,20.159,20.168
11,20.163,20.166
12,20.133,20.138
13,20.121,20.126
14,20.155,20.165
15,20.124,20.142
16,19.923,19.928
17,19.907,19.919
18,19.935,19.945
19,20.124,20.163
20,20.163,20.198
21,20.139,20.180
22,20.089,20.148
23,20.082,20.140
24,20.065,20.119
25,19.984,20.030
26,20.080,20.126
27,20.026,20.064
28,20.108,20.156
29,20.034,20.064
30,20.207,20.241
31,20.195,20.233
32,20.323,20.373
33,20.214,20.270
34,20.186,20.232
35,20.171,20.219
36,20.284,20.353
37,20.341,20.411
38,20.426,20.482
39,20.495,20.580
40,20.539,20.607
41,20.621,20.672
42,20.624,20.671
43,20.313,20.340
44,20.421,20.452
45,20.685,20.734
46,20.660,20.724
47,20.690,20.741
48,20.606,20.663
49,20.658,20.721
50,20.621,20.679
51,20.575,20.640
52,20.607,20.687
53,20.621,20.690
54,20.636,20.688
55,20.596,20.655
56,20.570,20.641
57,20.545,20.605
58,20.571,20.655
59,20.542,20.624
60,20.577,20.668
61,20.538,20.624
62,20.512,20.593
63,20.576,20.652
64,20.543,20.621
65,20.516,20.583
66,20.492,20.555
67,20.512,20.579
68,20.586,20.634
69,20.618,20.681
70,20.342,20.398
71,20.596,20.651
72,20.612,20.669
73,20.507,20.589
74,20.495,20.570
75,20.481,20.530
76,20.461,20.516
77,20.515,20.573
78,20.487,20.545
79,20.430,20.506
80,20.543,20.607
81,20.483,20.550
82,20.438,20.494
83,20.440,20.501
84,20.355,20.412
85,20.289,20.341
86,20.267,20.321
87,20.243,20.286
88,20.322,20.368
89,20.342,20.386
90,20.304,20.346
91,20.377,20.413
92,20.424,20.452
93,20.339,20.384
94,20.393,20.415
95,20.092,20.112
96,20.492,20.512
97,20.301,20.333
98,20.267,20.288
99,20.298,20.324
100,20.207,20.228
101,20.078,20.089
102,20.445,20.465
103,20.309,20.350
104,20.260,20.287
105,20.227,20.241
106,20.236,20.252
107,20.268,20.281
108,20.390,20.412
109,20.168,20.182
110,20.441,20.464
111,20.208,20.216
112,20.264,20.279
113,20.235,20.255
114,20.290,20.318
115,20.304,20.324
116,20.245,20.260
117,20.261,20.277
118,20.276,20.298
119,20.501,20.518
120,20.347,20.350
121,20.442,20.461
122,20.394,20.411
123,20.345,20.359
124,20.236,20.249
125,20.262,20.267
126,20.320,20.321
127,20.459,20.462
128,20.525,20.531
129,20.612,20.616
130,20.601,20.608
131,20.838,20.845
132,20.533,20.547
133,20.678,20.672
134,20.631,20.638
135,20.482,20.486
136,20.461,20.477
137,20.502,20.522
138,20.615,20.639
139,20.559,20.585
140,20.457,20.454
141,20.517,20.527
142,20.464,20.457
143,20.566,20.573
144,20.607,20.619
145,20.573,20.573
146,20.689,20.690
147,20.563,20.568
148,20.494,20.510
149,20.570,20.586
150,20.620,20.644
151,20.666,20.695
152,20.660,20.694
153,20.690,20.712
154,20.617,20.629
155,20.661,20.685
156,20.496,20.511
157,20.572,20.597
158,20.446,20.459
159,20.545,20.574
160,20.529,20.535
161,20.537,20.558
162,20.393,20.397
163,20.464,20.485
164,20.333,20.335
165,20.351,20.361
166,20.333,20.340
167,20.382,20.395
168,20.167,20.165
169,20.123,20.129
170,20.174,20.192
171,20.128,20.143
172,20.208,20.234
173,20.340,20.365
174,20.216,20.232
175,20.142,20.150
176,20.033,20.049
177,19.918,19.933
178,19.860,19.885
179,19.927,19.958
180,19.910,19.936
181,19.990,20.015
182,19.887,19.894
183,19.919,19.947
184,19.983,20.013
185,19.911,19.935
186,19.897,19.920
187,19.986,20.012
188,20.139,20.172
189,20.179,20.226
190,20.087,20.123
191,19.735,19.729
192,19.955,19.983
193,19.955,19.981
194,19.983,20.017
195,20.037,20.069
196,20.133,20.165
197,20.206,20.234
198,20.209,20.215
199,20.450,20.461
200,20.568,20.583
201,20.480,20.507
202,20.508,20.510
203,20.787,20.802
204,20.937,20.953
205,20.699,20.726
206,20.952,20.996
207,20.802,20.820
208,20.922,20.944
209,21.020,21.053
210,21.019,21.020
211,20.958,20.953
212,20.989,20.988
213,21.002,20.997
214,21.075,21.065
215,21.140,21.139
216,21.107,21.099
217,20.986,20.966
218,20.772,20.764
219,21.005,21.005
220,21.042,21.030
221,21.057,21.050
222,20.917,20.897
223,21.039,21.024
224,21.099,21.087
225,20.995,20.971
226,21.030,21.012
227,20.978,20.948
228,21.017,20.994
229,20.998,20.972
230,21.096,21.062
231,20.992,20.957
232,21.066,21.045
233,20.948,20.917
234,21.011,20.990
235,20.972,20.922
236,21.033,21.004
237,21.028,20.989
238,21.328,21.314
239,20.981,20.950
240,21.056,21.039
241,20.927,20.884
242,20.976,20.940
243,20.959,20.929
244,21.011,20.990
245,20.970,20.940
246,21.228,21.213
247,21.077,21.043
248,20.960,20.923
249,20.988,20.974
250,20.916,20.876
251,20.944,20.919
252,20.820,20.786
253,20.836,20.815
254,20.835,20.816
255,20.793,20.762
256,20.801,20.780
257,20.726,20.711
258,20.686,20.660
259,20.647,20.628
260,20.734,20.726
261,20.599,20.581
262,20.646,20.639
263,20.658,20.650
264,20.534,20.514
265,20.572,20.569
266,20.584,20.577
267,20.438,20.424
268,20.515,20.513
269,20.468,20.455
270,20.372,20.343
271,20.412,20.398
272,20.378,20.371
273,20.234,20.213
274,20.271,20.259
275,20.167,20.141
276,20.279,20.256
277,20.222,20.208
278,20.238,20.224
279,20.219,20.213
280,20.105,20.073
281,20.143,20.132
282,20.117,20.104
283,20.140,20.145
284,20.113,20.114
285,20.065,20.059
286,20.029,20.010
287,20.070,20.058
288,20.063,20.053
289,20.062,20.043
290,20.008,19.992
291,19.997,19.987
292,19.851,19.828
293,19.906,19.885
294,19.934,19.926
295,19.815,19.797
296,19.909,19.897
297,19.898,19.909
298,19.939,19.944
299,19.870,19.862
300,19.920,19.928
301,20.013,20.010
302,20.033,20.048
303,19.969,19.965
304,19.977,19.987
305,19.973,19.972
306,19.987,19.999
307,19.978,19.989
308,20.072,20.097
309,20.136,20.147
310,20.183,20.188
311,20.281,20.303
312,20.236,20.254
313,20.087,20.079
314,20.153,20.144
315,20.189,20.202
316,20.065,20.064
317,20.069,20.083
318,20.050,20.055
319,19.984,19.986
320,20.111,20.127
321,20.120,20.122
322,20.223,20.243
323,20.192,20.200
324,20.159,20.165
325,20.325,20.347
326,20.303,20.315
327,20.234,20.239
328,20.608,20.620
329,20.567,20.572
330,20.437,20.444
331,20.417,20.430
332,20.455,20.466
333,20.340,20.333
334,20.465,20.458
335,20.484,20.491
336,20.275,20.250
337,20.269,20.256
338,20.307,20.305
339,20.396,20.394
340,20.240,20.224
341,20.333,20.333
342,20.418,20.422
343,20.423,20.418
344,20.265,20.264
345,20.306,20.312
346,20.426,20.441
347,20.285,20.286
348,20.483,20.494
349,20.271,20.270
350,20.463,20.474
351,20.339,20.347
352,20.421,20.433
353,20.378,20.374
354,20.467,20.473
355,20.575,20.579
356,20.486,20.498
357,20.543,20.552
358,20.440,20.439
359,20.547,20.555
360,20.530,20.536
361,20.444,20.455
362,20.603,20.615
363,20.627,20.637
364,20.567,20.566
365,20.627,20.630
366,20.556,20.542
367,20.620,20.618
368,20.560,20.553
369,20.684,20.701
370,20.568,20.568
371,20.639,20.648
372,20.603,20.602
373,20.656,20.668
374,20.720,20.734
375,20.662,20.669
376,20.796,20.809
377,20.710,20.717
378,20.762,20.776
379,20.685,20.695
380,20.772,20.788
381,20.634,20.645
382,20.723,20.749
383,20.631,20.656
384,20.713,20.739
385,20.682,20.694
386,20.694,20.697
387,20.697,20.721
388,20.781,20.804
389,20.662,20.668
390,20.680,20.682
391,20.743,20.745
392,20.798,20.815
393,20.673,20.682
394,20.696,20.690
395,20.818,20.832
396,20.813,20.833
397,20.753,20.751
398,20.759,20.742
399,20.859,20.852
400,20.757,20.751
401,20.788,20.781
402,20.744,20.724
403,20.678,20.662
404,20.657,20.638
405,20.764,20.761
406,20.634,20.629
407,20.629,20.630
408,20.725,20.731
409,20.613,20.603
410,20.646,20.631
411,20.662,20.660
412,20.696,20.704
413,20.570,20.577
414,20.571,20.569
415,20.654,20.646
416,20.761,20.767
417,20.741,20.755
418,20.726,20.727
419,20.731,20.728
420,20.733,20.724
421,20.774,20.761
422,20.797,20.803
423,20.779,20.770
424,20.857,20.843
425,20.911,20.893
426,20.957,20.937
427,20.990,20.975
428,21.080,21.076
429,21.207,21.189
430,21.114,21.080
431,21.091,21.060
432,21.073,21.030
433,21.093,21.046
434,21.073,21.020
435,21.082,21.036
436,21.069,21.022
437,21.051,21.003
438,21.056,21.016
439,21.128,21.090
440,21.125,21.071
441,21.108,21.075
442,21.074,21.019
443,21.068,21.028
444,21.107,21.062
445,21.084,21.057
446,21.105,21.061
447,21.116,21.078
448,21.123,21.091
449,21.127,21.101
450,21.246,21.204
451,21.090,21.069
452,21.151,21.137
453,21.201,21.184
454,21.148,21.131
455,21.139,21.107
456,21.152,21.122
457,21.118,21.090
458,21.152,21.132
459,21.167,21.146
460,21.132,21.109
461,21.184,21.175
462,21.166,21.143
463,21.142,21.109
464,21.186,21.177
465,21.154,21.143
466,21.172,21.152
467,21.167,21.143
468,21.140,21.117
469,21.136,21.116
470,21.102,21.080
471,21.082,21.058
472,21.103,21.083
473,21.078,21.063
474,21.069,21.066
475,21.094,21.088
476,21.068,21.055
477,21.062,21.051
478,20.997,20.987
479,21.023,21.021
480,20.980,20.971
481,20.959,20.948
482,20.976,20.975
483,20.924,20.919
484,20.976,20.977
485,20.957,20.955
486,20.961,20.953
487,20.961,20.945
488,20.931,20.922
489,20.914,20.912
490,20.935,20.919
491,20.901,20.891
492,20.862,20.848
493,20.826,20.804
494,20.851,20.846
495,20.799,20.787
496,20.765,20.755
497,20.816,20.796
498,20.804,20.787
499,20.814,20.790
500,20.816,20.797
501,20.773,20.748
502,20.753,20.738
503,20.746,20.715
504,20.722,20.698
505,20.735,20.718
506,20.701,20.672
507,20.676,20.642
508,20.673,20.661
509,20.660,20.623
510,20.626,20.610
511,20.602,20.588
512,20.603,20.585
513,20.604,20.579
514,20.584,20.566
515,20.579,20.560
516,20.549,20.529
517,20.580,20.558
518,20.535,20.519
519,20.504,20.486
520,20.436,20.415
521,20.454,20.447
522,20.435,20.410
523,20.397,20.378
524,20.376,20.361
525,20.378,20.353
526,20.363,20.353
527,20.338,20.313
528,20.289,20.265
529,20.218,20.190
530,20.203,20.175
531,20.177,20.143
532,20.137,20.105
533,20.094,20.073
534,20.063,20.030
535,20.025,20.003
536,20.043,20.018
537,20.013,19.991
538,20.019,19.998
539,20.044,20.018
540,20.021,20.008
541,19.961,19.935
542,19.975,19.953
543,19.989,19.965
544,20.004,19.983
545,19.976,19.956
546,19.951,19.941
547,20.040,20.037
548,19.997,19.973
549,19.989,19.961
550,19.948,19.913
551,20.004,19.996
552,19.929,19.915
553,19.911,19.889
554,19.896,19.870
555,19.993,19.978
556,19.929,19.914
557,19.891,19.868
558,20.010,19.999
559,19.951,19.923
560,20.057,20.043
561,19.940,19.919
562,19.894,19.860
563,19.994,19.979
564,19.931,19.904
565,19.989,19.977
566,19.921,19.904
567,19.924,19.907
568,19.916,19.891
569,19.968,19.950
570,19.931,19.906
571,19.925,19.895
572,19.924,19.884
573,19.971,19.945
574,20.020,19.999
575,20.005,19.980
